grapheme	label	olaph	espeak	gruut	olaph_source	olaph_splits	olaph_per	espeak_per	gruut_per	olaph_llm	byt5	olaph_llm_per	byt5_per
désaimasse	dezɛmas	dezɛmas	dezɛmas	dezɛmas	compound	dés|aimasse	0.0	0.0	0.0	dezɛmas	dezemas	0.0	0.14285714285714285
désaimassent	dezɛmas	dezɛmas	dezɛmas	dezɛmas	compound	dés|aimassent	0.0	0.0	0.0	dezɛ̃as	dezemas	0.14285714285714285	0.14285714285714285
désaimasses	dezɛmas	dezɛmas	dezɛmas	dezɛmas	compound	dés|aimasses	0.0	0.0	0.0	dezemas	dezemas	0.14285714285714285	0.14285714285714285
désaimassiez	dezɛmasje	dezɛmasje	dezɛmasje	dezɛmasje	compound	dés|aimassiez	0.0	0.0	0.0	dezɛmasje	dezemasje	0.0	0.1111111111111111
désaimassions	dezɛmasjɔ	dezɛmasjɔ	dezɛmasjɔ	dezɛmasjɔ	compound	dés|aimassions	0.0	0.0	0.0	dezɛmasjɔ̃	dezemasjɔ̃	0.1	0.2
désaime	dezɛm	dezɛm	dezɛm	dezɛm	compound	dés|aime	0.0	0.0	0.0	dezɛm	dezem	0.0	0.2
désaiment	dezɛm	dezɛm	dezɛmɑ	dezɛmɑ	compound	dés|aiment	0.0	0.16666666666666666	0.16666666666666666	dezɛm	dezɛm	0.0	0.0
désaimeriez	dezɛməʁje	dezɛməʁje	dezɛməʁje	dezɛmʁje	compound	dés|aimeriez	0.0	0.0	0.125	dezɛmʁje	dezɛməʁje	0.125	0.0
désaimerions	dezɛməʁjɔ	dezɛməʁjɔ	dezɛməʁjɔ	dezɛmʁjɔ	compound	dés|aimerions	0.0	0.0	0.125	dezɛmʁjɔ̃	dezɛməʁjɔ̃	0.2222222222222222	0.1
désaimes	dezɛm	dezɛm	dezɛm	dezɛm	compound	dés|aimes	0.0	0.0	0.0	dezɛm	dezem	0.0	0.2
désaimez	dezɛme	dezɛme	dezɛme	dezɛme	compound	dés|aimez	0.0	0.0	0.0	dezɛme	dezeme	0.0	0.16666666666666666
désaimions	dezɛmjɔ	dezɛmjɔ	dezɛmjɔ	dezɛmjɔ	compound	dés|aimions	0.0	0.0	0.0	dezɛmjɔ̃	dezemjɔ̃	0.125	0.25
désaimons	dezɛmɔ	dezɛmɔ	dezɛmɔ	dezɛmɔ	compound	dés|aimons	0.0	0.0	0.0	dezɛmɔ̃	dezemɔ̃	0.14285714285714285	0.2857142857142857
désaimâmes	dezɛmam	dezɛmam	dezɛmam	dezɛmam	compound	dés|aimâmes	0.0	0.0	0.0	dezɛmam	dezemam	0.0	0.14285714285714285
désaimât	dezɛma	dezɛma	dezɛma	dezɛma	compound	dés|aimât	0.0	0.0	0.0	dezɛma	dezema	0.0	0.16666666666666666
désaimâtes	dezɛmat	dezɛmat	dezɛmat	dezɛmat	compound	dés|aimâtes	0.0	0.0	0.0	dezɛ̃mat	dezemat	0.125	0.14285714285714285
désaimèrent	dezɛmɛʁ	dezɛmɛʁ	dezɛmɛʁ	dezɛmɛʁ	compound	dés|aimèrent	0.0	0.0	0.0	dezɛmɛʁ	dezemɛʁ	0.0	0.14285714285714285
désaimé	dezɛme	dezɛme	dezɛme	dezɛme	compound	dés|aimé	0.0	0.0	0.0	dezɛme	dezeme	0.0	0.16666666666666666
désajuster	dezaʒyste	dezaʒyste	dezaʒyste	dezaʒyste	compound	dés|ajuster	0.0	0.0	0.0	dezaʒyste	dezaʒyste	0.0	0.0
désaligner	dezaliɲe	dezaliɲe	dezalinje	dezaliɲe	compound	dés|aligner	0.0	0.2222222222222222	0.0	dezaliɲe	dezaliɲe	0.0	0.0
désallier	dezalje	dezalje	dezalje	dezalje	compound	dés|allier	0.0	0.0	0.0	dezalje	dezalje	0.0	0.0
désamarrer	dezamaʁe	dezamaʁe	dezamaʁe	dezamaʁe	compound	dés|amarrer	0.0	0.0	0.0	dezamaʁe	dezamaʁe	0.0	0.0
désambiguïsation	dezɑbiɡɥizasjɔ	dezɑbigɥizasjɔ	dezɑbiɡyizasjɔ	dezɑbiɡizasjɔ	compound	désambiguïsa|tion	0.07142857142857142	0.07142857142857142	0.07692307692307693	dezɑ̃bigɥizasjɔ̃	dezɑ̃bigɥizasjɔ̃	0.1875	0.1875
désamour	dezamuʁ	dezamuʁ	dezamuʁ	dezamuʁ	compound	dés|amour	0.0	0.0	0.0	dezamuʁ	dezamuʁ	0.0	0.0
désapparier	dezapaʁje	dezapaʁje	dezapaʁje	dezapaʁje	compound	dés|apparier	0.0	0.0	0.0	dezapaʁje	dezapaʁje	0.0	0.0
désarrimer	dezaʁime	dezaʁime	dezaʁime	dezaʁime	compound	dés|arrimer	0.0	0.0	0.0	dezaʁime	dezaʁime	0.0	0.0
désarticulation	dezaʁtikylasjɔ	dezaʁtikylasjɔ	dezaʁtikylasjɔ	dezaʁtikylasjɔ	compound	désarticula|tion	0.0	0.0	0.0	dezaʁtikylasjɔ̃	dezaʁtikylasjɔ̃	0.06666666666666667	0.06666666666666667
désarticulations	dezaʁtikylasjɔ	dezaʁtikylatjɔ	dezaʁtikylasjɔ	dezaʁtikylasjɔ	compound	désarticula|tions	0.07142857142857142	0.0	0.0	dezaʁtikylasjɔ̃	dezaʁtikylasjɔ̃	0.06666666666666667	0.06666666666666667
désassembler	dezasɑble	dezasɑble	dezasɑble	dezasɑble	compound	dés|assembler	0.0	0.0	0.0	dezɑ̃sɑ̃ble	dezasɑ̃ble	0.2727272727272727	0.1
désassortir	dezasɔʁtiʁ	dezasɔʁtiʁ	dezasɔʁtiʁ	dezasɔʁtiʁ	compound	dés|assortir	0.0	0.0	0.0	dezasɔʁtiʁ	dezasɔʁtiʁ	0.0	0.0
désaturation	dezatyʁasjɔ	desatyʁasjɔ	dezatyʁasjɔ	dezatyʁasjɔ	compound	dé|saturation	0.09090909090909091	0.0	0.0	dezatyʁasjɔ̃	dezatyʁasjɔ̃	0.08333333333333333	0.08333333333333333
déscolarisation	deskɔlaʁizasjɔ	deskɔlaʁizasjɔ	deskolaʁizasjɔ	deskɔlaʁizasjɔ	compound	dé|scolarisation	0.0	0.07142857142857142	0.0	deskɔlaʁizasjɔ̃	deskɔlaʁizasjɔ̃	0.06666666666666667	0.06666666666666667
désemballer	dezɑbale	dezɑbale	dezɑbale	dezɑbale	compound	dés|emballer	0.0	0.0	0.0	dezɑ̃bale	dezɑ̃bale	0.1111111111111111	0.1111111111111111
désembarquement	dezɑbaʁkəmɑ	dezɑbaʁkəmɑ	dezɑbaʁkəmɑ	dezɑbaʁkmɑ	compound	dés|embarquement	0.0	0.0	0.1	dezɑ̃baʁkəmɑ̃	dezɑ̃baʁkəmɑ̃	0.15384615384615385	0.15384615384615385
désembarquements	dezɑbaʁkəmɑ	dezɑbaʁkəmɑ	dezɑbaʁkəmɑ	dezɑbaʁkmɑ	compound	dés|embarquements	0.0	0.0	0.1	dezɑ̃baʁkmɑ̃	dezɑ̃baʁkəmɑ̃	0.25	0.15384615384615385
désemboîter	dezɑbwate	dezɑbwate	dezɑbwate	dezɑbwate	compound	dés|emboîter	0.0	0.0	0.0	dezɑ̃bwate	dezɑ̃bwate	0.1	0.1
désenchanter	dezɑʃɑte	dezɑʃɑte	dezɑʃɑte	dezɑʃɑte	compound	dés|enchanter	0.0	0.0	0.0	dezɑ̃ʃɑ̃te	dezɑ̃ʃɑ̃te	0.2	0.2
désenclavement	dezɑklavəmɑ	dezɑklavmɑ	dezɑklavmɑ	dezɑklavəmɑ	compound	désenclave|ment	0.1	0.1	0.0	dezɑ̃klavmɑ̃	dezɑ̃klavmɑ̃	0.25	0.25
désenclavements	dezɑklavəmɑ	dezɑklavmɑ	dezɑklavmɑ	dezɑklavmɑ	compound	désenclave|ments	0.1	0.1	0.1	dezɑ̃klavmɑ̃	dezɑ̃klavmɑ̃	0.25	0.25
désencombrement	dezɑkɔbʁəmɑ	dezɑkɔbʁmɑ	dezɑkɔbʁəmɑ	dezɑkɔbʁəmɑ	compound	désencombre|ment	0.1	0.0	0.0	dezɑ̃kɔ̃bʁəmɑ̃	dezɑ̃kɔ̃bʁəmɑ̃	0.21428571428571427	0.21428571428571427
désenivrement	dezɑnivʁmɑ	dezɑnivʁmɑ	deznivʁəmɑ	deznivʁəmɑ	compound	désenivre|ment	0.0	0.2	0.2	dezɑ̃nivʁəmɑ̃	dezɑ̃nivʁəmɑ̃	0.23076923076923078	0.23076923076923078
désenlaidir	dezɑlediʁ	dezɑlediʁ	dezɑlɛdiʁ	dezɑlɛdiʁ	compound	dés|enlaidir	0.0	0.1111111111111111	0.1111111111111111	dezɑ̃lediʁ	dezɑ̃lediʁ	0.1	0.1
désenrhumer	dezɑʁyme	dezɑʁyme	dezɑʁyme	dezɑʁyme	compound	dés|enrhumer	0.0	0.0	0.0	dezɑ̃ʁyme	dezɑ̃ʁyme	0.1111111111111111	0.1111111111111111
désenrouer	dezɑʁwe	dezɑʁwe	dezɑʁwe	dezɑʁue	compound	dés|enrouer	0.0	0.0	0.14285714285714285	dezɑ̃ʁwe	dezɑ̃ʁwe	0.125	0.125
désensevelir	dezɑsəvəliʁ	dezɑsəvliʁ	dezɑsəvliʁ	dezɑsvliʁ	compound	dés|ensevelir	0.1	0.1	0.2222222222222222	dezɑ̃səvliʁ	dezɑ̃səvliʁ	0.18181818181818182	0.18181818181818182
désensorcellement	dezɑsɔʁsɛlmɑ	dezɑsɔʁsɛlmɑ	dezɑsɔʁsɛlmɑ	dezɑsɔʁsɛlmɑ	compound	désensorcelle|ment	0.0	0.0	0.0	dezɑ̃sɔʁsɛlmɑ̃	dezɑ̃sɔʁsɛlmɑ̃	0.14285714285714285	0.14285714285714285
désensorcellements	dezɑsɔʁsɛlmɑ	dezɑsɔʁsɛlmɑ	dezɑsɔʁsɛlmɑ	dezɑsɔʁsɛlmɑ	compound	désensorcelle|ments	0.0	0.0	0.0	dezɑ̃sɔʁsɛlmɑ̃	dezɑ̃sɔʁsɛlmɑ̃	0.14285714285714285	0.14285714285714285
désentêter	dezɑtɛte	dezɑtɛte	dezɑtɛte	dezɑtɛte	compound	dés|entêter	0.0	0.0	0.0	dezɑ̃tɛte	dezɑ̃tɛte	0.1111111111111111	0.1111111111111111
désenvoûter	dezɑvute	dezɑvute	dezɑvute	dezɑvute	compound	dés|envoûter	0.0	0.0	0.0	dezɑ̃vute	dezɑ̃vute	0.1111111111111111	0.1111111111111111
désexciter	dezɛksite	dezɛksite	dezɛksite	dezɛksite	compound	dés|exciter	0.0	0.0	0.0	dezɛksite	desɛksite	0.0	0.1111111111111111
désharmonieuse	dezaʁmɔnjøz	dezaʁmɔnjøz	dezaʁmonjøz	dezaʁmɔnjøz	compound	dés|harmonieuse	0.0	0.09090909090909091	0.0	dezaʁmɔnjøz	dezaʁmɔnjøz	0.0	0.0
désharmonieusement	dezaʁmɔnjøzmɑ	dezaʁmɔnjøzmɑ	dezaʁmonjøzmɑ	dezaʁmɔnjøzmɑ	compound	dés|harmonieusement	0.0	0.07692307692307693	0.0	dezaʁmɔnjøzmɑ̃	dezaʁmɔnjøzmɑ̃	0.07142857142857142	0.07142857142857142
déshonorable	dezɔnɔʁabl	dezɔnɔʁabl	dezonoʁabl	dezɔnɔʁabl	compound	déshonora|ble	0.0	0.2	0.0	dezɔnɔʁabl	dezɔnɔʁabl	0.0	0.0
déshonorablement	dezɔnɔʁabləmɑ	dezɔnɔʁabləmɑ	dezonoʁabləmɑ	dezɔnɔʁabləmɑ	compound	dés|honorablement	0.0	0.15384615384615385	0.0	dezɔnɔʁabləmɑ̃	dezɔnɔʁabləmɑ̃	0.07142857142857142	0.07142857142857142
déshumidifier	dezymidifje	dezymidifje	dezymidifje	dezymidifje	compound	dés|humidifier	0.0	0.0	0.0	dezymidifje	dezymidifje	0.0	0.0
déshydrocholestérol	dezidʁɔkɔlɛsteʁɔl	dezidʁɔkɔlɛsteʁɔl	dezidʁoʃolɛsteʁɔl	dezidʁɔʃɔlɛsteʁɔl	compound	dés|hydro|cholestérol	0.0	0.17647058823529413	0.058823529411764705	dezidʁɔkɔlɛsteʁɔl	dezidʁɔkɔlɛsteʁɔl	0.0	0.0
déshydrogénase	dezidʁɔʒenaz	dezidʁɔʒena	dezidʁoʒenaz	dezidʁɔʒenaz	compound	dés|hydrogénas|e	0.09090909090909091	0.08333333333333333	0.0	dezidʁɔʒena	dezidʁɔʒenaz	0.09090909090909091	0.0
déshydrogéner	dezidʁɔʒene	dezidʁɔʒene	dezidʁoʒene	dezidʁɔʒene	compound	dés|hydrogéner	0.0	0.09090909090909091	0.0	dezidʁɔʒene	dezidʁɔʒene	0.0	0.0
désimbloquer	desimblɔke	dezimblɔke	dezɛbloke	dezɛblɔke	compound	dés|im|bloquer	0.1	0.4444444444444444	0.3333333333333333	dezɛ̃blɔke	dezɛ̃blɔke	0.3	0.3
désincorporer	dezɛkɔʁpɔʁe	dezɛkɔʁpɔʁe	dezɛkɔʁpoʁe	dezɛkɔʁpɔʁe	compound	dés|incorporer	0.0	0.09090909090909091	0.0	dezɛ̃kɔʁpʁe	dezɛ̃kɔʁpɔʁe	0.18181818181818182	0.08333333333333333
désindustrialiser	dezɛdystʁijalize	dezɛdystʁijalize	dezɛdystʁialize	dezɛdystʁijalize	compound	dés|industrialiser	0.0	0.06666666666666667	0.0	dezɛ̃dystʁijalize	dezɛ̃dystʁijalize	0.058823529411764705	0.058823529411764705
désinfatuer	dezɛfatɥe	dezɛfatɥe	dezɛfatye	dezɛfatɥe	compound	dés|infatuer	0.0	0.1111111111111111	0.0	dezɛ̃fatɥe	dezɛ̃fatɥe	0.1	0.1
désinhibant	dezinibɑ	dezinibɑ	dezinibɑ	dezinibɑ	compound	dés|inhibant	0.0	0.0	0.0	dezinibɑ̃	dezinibɑ̃	0.1111111111111111	0.1111111111111111
désinhiber	dezinibe	dezinibe	dezinibe	dezinibe	compound	dés|inhiber	0.0	0.0	0.0	dezɛ̃ibe	dezinibe	0.25	0.0
désinsectiser	dezɛsɛktize	dezɛsktize	dezɛsɛktize	dezɛsɛktize	compound	dés|ins|ect|iser	0.1	0.0	0.0	dezɛ̃sɛktize	dezɛ̃sɛktize	0.08333333333333333	0.08333333333333333
désintox	dezɛtɔks	dezɛtɔks	dezɛtɔks	dezɛtɔks	compound	dés|intox	0.0	0.0	0.0	dezɛ̃tɔks	dezɛ̃tɔks	0.1111111111111111	0.1111111111111111
désinvestir	dezɛvɛstiʁ	dezɛvɛstiʁ	dezɛvɛstiʁ	dezɛvɛstiʁ	compound	dés|investir	0.0	0.0	0.0	dezɛ̃vɛstiʁ	dezɛ̃vɛstiʁ	0.09090909090909091	0.09090909090909091
désinviter	dezɛvite	dezɛvite	dezɛvite	dezɛvite	compound	dés|inviter	0.0	0.0	0.0	dezɛ̃vite	dezɛ̃vite	0.1111111111111111	0.1111111111111111
désioniser	dezjɔnize	dezjɔnize	dezjonize	dezjɔnize	compound	dés|ioniser	0.0	0.1111111111111111	0.0	dezjɔnize	dezjɔnize	0.0	0.0
déso	dezo	dezo	dezo	dezo	compound	dés|o	0.0	0.0	0.0	dezɔ	dezo	0.25	0.0
désobstruer	dezɔpstʁye	dezɔpstʁye	dezɔbstʁye	dezɔpstʁye	compound	dés|obstruer	0.0	0.1	0.0	dezɔpstʁye	dezɔpstʁye	0.0	0.0
désobésifier	dezɔbezifje	dezɔbesifje	dezobezifje	dezɔbezifje	compound	dés|obé|si|fier	0.09090909090909091	0.09090909090909091	0.0	dezɔbezifje	dezɔbezifje	0.0	0.0
désorceler	desɔʁsəle	dezɔʁsɛle	dezɔʁsəle	dezɔʁsəle	compound	dés|orcel|er	0.2222222222222222	0.1111111111111111	0.1111111111111111	dezɔʁsəle	dezɔʁsəle	0.1111111111111111	0.1111111111111111
désourdir	desuʁdiʁ	dezuʁdiʁ	dezuʁdiʁ	dezuʁdiʁ	compound	dés|ourdir	0.125	0.125	0.125	dezuʁdiʁ	dezuʁdiʁ	0.125	0.125
désourisation	dezuʁizasjɔ	dezuʁizasjɔ	dezuʁizasjɔ	dezuʁizasjɔ	compound	dés|our|isation	0.0	0.0	0.0	dezuʁizasjɔ̃	dezuʁizasjɔ̃	0.08333333333333333	0.08333333333333333
désoxygénation	dezɔksiʒenasjɔ	dezɔksiʒenasjɔ	dezoksiʒenasjɔ	dezɔksiʒenasjɔ	compound	dés|oxygénation	0.0	0.07142857142857142	0.0	dezɔksiʒenasjɔ̃	dezɔksiʒenasjɔ̃	0.06666666666666667	0.06666666666666667
désoxygéner	dezɔksiʒene	dezɔksiʒene	dezoksiʒene	dezɔksiʒene	compound	dés|oxygéner	0.0	0.09090909090909091	0.0	dezɔksiʒene	dezɔksiʒene	0.0	0.0
désulfurer	desylfyʁe	desylfyʁe	dezylfyʁe	dezylfyʁe	compound	dé|sulfurer	0.0	0.1111111111111111	0.1111111111111111	desylfyʁe	dezylfyʁe	0.0	0.1111111111111111
désunira	dezyniʁa	dezyniʁa	dezyniʁa	dezyniʁa	compound	désunir|a	0.0	0.0	0.0	dezyniʁa	dezyniʁa	0.0	0.0
désunirai	dezyniʁe	dezyniʁɛ	dezyniʁe	dezyniʁɛ	compound	désunir|ai	0.125	0.0	0.125	dezyniʁɛ	dezyniʁɛ	0.125	0.125
désuniraient	dezyniʁɛ	dezyniʁɛ	dezyniʁɛ	dezyniʁɛ	compound	désunir|aient	0.0	0.0	0.0	dezyniʁɛ	dezyniʁɛ	0.0	0.0
désunirais	dezyniʁɛ	dezyniʁɛ	dezyniʁɛ	dezyniʁɛ	compound	désunir|ais	0.0	0.0	0.0	dezyniʁɛ	dezyniʁɛ	0.0	0.0
désunirait	dezyniʁɛ	dezyniʁɛ	dezyniʁɛ	dezyniʁɛ	compound	désunir|ait	0.0	0.0	0.0	dezyniʁɛ	dezyniʁɛ	0.0	0.0
désuniras	dezyniʁa	dezyniʁa	dezyniʁa	dezyniʁa	compound	désunir|as	0.0	0.0	0.0	dezyniʁa	dezyniʁa	0.0	0.0
désunirez	dezyniʁe	dezyniʁe	dezyniʁe	dezyniʁe	compound	désunir|ez	0.0	0.0	0.0	dezyniʁe	dezyniʁe	0.0	0.0
désuniriez	dezyniʁje	dezyniʁje	dezyniʁje	dezyniʁje	compound	désunir|iez	0.0	0.0	0.0	dezyniʁje	dezyniʁje	0.0	0.0
désunirions	dezyniʁjɔ	dezyniʁjɔ	dezyniʁjɔ	dezyniʁjɔ	compound	désunir|ions	0.0	0.0	0.0	dezyniʁjɔ̃	dezyniʁjɔ̃	0.1	0.1
désunirons	dezyniʁɔ	dezyniʁɔ	dezyniʁɔ	dezyniʁɔ	compound	désunir|ons	0.0	0.0	0.0	dezyniʁɔ̃	dezyniʁɔ̃	0.1111111111111111	0.1111111111111111
désuniront	dezyniʁɔ	dezyniʁɔ	dezyniʁɔ	dezyniʁɔ	compound	désunir|ont	0.0	0.0	0.0	dezyniʁɔ̃	dezyniʁɔ̃	0.1111111111111111	0.1111111111111111
désunissant	dezynisɑ	dezynisɑ	dezynisɑ	dezynisɑ	compound	désunis|sant	0.0	0.0	0.0	dezynisɑ̃	dezynisɑ̃	0.1111111111111111	0.1111111111111111
désunisses	dezynis	dezynis	dezynis	dezynis	compound	désunisse|s	0.0	0.0	0.0	dezynis	dezynis	0.0	0.0
désunissez	dezynise	dezynis	dezynise	dezynise	compound	désunisse|z	0.14285714285714285	0.0	0.0	dezynise	dezynise	0.0	0.0
désunîmes	dezynim	dezynim	dezynim	dezynim	compound	dés|unîmes	0.0	0.0	0.0	dezynim	dezynim	0.0	0.0
désunît	dezyni	dezyni	dezyni	dezyni	compound	dés|unît	0.0	0.0	0.0	dezyni	dezyni	0.0	0.0
désunîtes	dezynit	dezynit	dezynit	dezynit	compound	dés|unîtes	0.0	0.0	0.0	dezynit	dezynit	0.0	0.0
désuète	dezɥɛt	dezɥɛt	dezyɛt	dezɥɛt	compound	[]	0.0	0.16666666666666666	0.0	dezɥɛt	dezɥɛt	0.0	0.0
désuètes	dezɥɛt	dezɥɛt	dezyɛt	dezɥɛt	compound	[]	0.0	0.16666666666666666	0.0	dezɥɛt	dezɥɛt	0.0	0.0
désynchronisation	desɛkʁɔnizasjɔ	desɛkʁɔnizasjɔ	dezɛkʁonizasjɔ	dezɛkʁɔnizasjɔ	compound	dé|synchronisation	0.0	0.14285714285714285	0.07142857142857142	dezɛ̃kʁɔnizasjɔ̃	dezɛ̃kʁɔnizasjɔ̃	0.1875	0.1875
désynchroniser	desɛkʁɔnize	desɛkʁɔnize	dezɛkʁonize	dezɛkʁɔnize	compound	dé|synchroniser	0.0	0.18181818181818182	0.09090909090909091	dezɛ̃kʁɔnize	dezɛ̃kʁɔnize	0.16666666666666666	0.16666666666666666
déséchouer	dezeʃwe	dezeʃwe	dezeʃwe	dezeʃue	compound	dés|échouer	0.0	0.0	0.14285714285714285	dezʁmwe	dezeʃwe	0.2857142857142857	0.0
désélectionner	deselɛksjɔne	deselɛksjɔne	dezelɛksjɔne	dezelɛksjɔne	compound	dé|sélectionner	0.0	0.08333333333333333	0.08333333333333333	deselɛksjɔne	deselɛksjɔne	0.0	0.0
désœuvrer	dezœvʁe	dezœvʁe	dezœvʁe	dezœvʁe	compound	dés|œuvrer	0.0	0.0	0.0	dezœvʁe	dezœvʁe	0.0	0.0
détaper	detape	detape	detape	detape	compound	dé|taper	0.0	0.0	0.0	depɛ̃	detape	0.8	0.0
détaux	deto	deto	deto	deto	compound	dé|taux	0.0	0.0	0.0	detaø	deto	0.4	0.0
détendeur	detɑdœʁ	detɑdœʁ	detɑdœʁ	detɑdœʁ	compound	détende|ur	0.0	0.0	0.0	detɑ̃dœʁ	detɑ̃dœʁ	0.125	0.125
déter	detɛʁ	dete	dete	dete	compound	dé|ter	0.5	0.5	0.5	dete	dete	0.5	0.5
détergé	detɛʁʒe	detɛʁʒe	detɛʁʒe	detɛʁʒe	compound	dé|ter|gé	0.0	0.0	0.0	deteʒe	detɛʁʒe	0.3333333333333333	0.0
déterministiquement	detɛʁministikmɑ	detɛʁminitikmɑ	detɛʁministikmɑ	detɛʁministikmɑ	compound	dé|ter|minis|tiquement	0.07142857142857142	0.0	0.0	detɛʁministikmɑ̃	detɛʁministikmɑ̃	0.0625	0.0625
détersion	detɛʁsjɔ	detɛʁsjɔ	detɛʁsjɔ	detɛʁsjɔ	compound	dé|ter|sion	0.0	0.0	0.0	detɛʁsjɔ̃	detɛʁsjɔ̃	0.1111111111111111	0.1111111111111111
détimbrer	detɛbʁe	detɛbʁe	detɛbʁe	detɛbʁe	compound	dé|timbrer	0.0	0.0	0.0	detɛ̃bʁe	detɛ̃bʁe	0.125	0.125
détira	detiʁa	detiʁa	detiʁa	detiʁa	compound	dé|tira	0.0	0.0	0.0	detiʁa	detiʁa	0.0	0.0
détiraient	detiʁɛ	detiʁe	detiʁɛ	detiʁɛ	compound	détirai|ent	0.16666666666666666	0.0	0.0	detiʁɛ	detiʁɛ	0.0	0.0
détirais	detiʁɛ	detiʁe	detiʁɛ	detiʁɛ	compound	détirai|s	0.16666666666666666	0.0	0.0	detiʁɛ	detiʁɛ	0.0	0.0
détirait	detiʁɛ	detiʁet	detiʁɛ	detiʁɛ	compound	détirai|t	0.2857142857142857	0.0	0.0	detiʁɛ	detiʁɛ	0.0	0.0
détirant	detiʁɑ	detiʁɑ	detiʁɑ	detiʁɑ	compound	dé|tirant	0.0	0.0	0.0	detiʁɑ̃	detiʁɑ̃	0.14285714285714285	0.14285714285714285
détiras	detiʁa	detiʁa	detiʁa	detiʁa	compound	dé|tiras	0.0	0.0	0.0	detiʁa	detiʁa	0.0	0.0
détirasse	detiʁas	detiʁas	detiʁas	detiʁas	compound	dé|tirasse	0.0	0.0	0.0	detiʁas	detiʁas	0.0	0.0
détirassent	detiʁas	detiʁas	detiʁas	detiʁas	compound	dé|tirassent	0.0	0.0	0.0	detiʁas	detiʁas	0.0	0.0
détirasses	detiʁas	detiʁas	detiʁas	detiʁas	compound	dé|tirasses	0.0	0.0	0.0	detiʁas	detiʁas	0.0	0.0
détirassiez	detiʁasje	detiʁasje	detiʁasje	detiʁasje	compound	dé|tirassiez	0.0	0.0	0.0	detiʁasje	detiʁasje	0.0	0.0
détirassions	detiʁasjɔ	detiʁasjɔ	detiʁasjɔ	detiʁasjɔ	compound	dé|tirassions	0.0	0.0	0.0	detiʁasjɔ̃	detiʁasjɔ̃	0.1	0.1
détire	detiʁ	detiʁ	detiʁ	detiʁ	compound	dé|tire	0.0	0.0	0.0	detiʁ	detiʁ	0.0	0.0
détirent	detiʁ	detiʁ	detiʁ	detiʁ	compound	dé|tirent	0.0	0.0	0.0	detiʁ	detiʁ	0.0	0.0
détirer	detiʁe	detiʁe	detiʁe	detiʁe	compound	dé|tirer	0.0	0.0	0.0	detiʁe	detiʁe	0.0	0.0
détirera	detiʁəʁa	detiʁəʁa	detiʁʁa	detiʁəʁa	compound	dé|tirera	0.0	0.14285714285714285	0.0	detiʁəʁa	detiʁəʁa	0.0	0.0
détirerai	detiʁəʁe	detiʁəʁɛ	detiʁʁe	detiʁəʁɛ	compound	dé|tirerai	0.125	0.14285714285714285	0.125	detiʁəʁɛ	detiʁəʁɛ	0.125	0.125
détireraient	detiʁəʁɛ	detiʁəʁɛ	detiʁʁɛ	detiʁəʁɛ	compound	dé|tireraient	0.0	0.14285714285714285	0.0	detiʁəʁɛ	detiʁəʁɛ	0.0	0.0
détirerais	detiʁəʁɛ	detiʁəʁɛ	detiʁʁɛ	detiʁəʁɛ	compound	dé|tirerais	0.0	0.14285714285714285	0.0	detiʁəʁɛ	detiʁəʁɛ	0.0	0.0
détirerait	detiʁəʁɛ	detiʁəʁɛ	detiʁʁɛ	detiʁəʁɛ	compound	dé|tirerait	0.0	0.14285714285714285	0.0	detiʁəʁɛ	detiʁəʁɛ	0.0	0.0
détireras	detiʁəʁa	detiʁəʁa	detiʁʁa	detiʁəʁa	compound	dé|tireras	0.0	0.14285714285714285	0.0	detiʁəʁa	detiʁəʁa	0.0	0.0
détirerez	detiʁəʁe	detiʁəʁe	detiʁʁe	detiʁəʁe	compound	dé|tirerez	0.0	0.14285714285714285	0.0	detiʁəʁe	detiʁəʁe	0.0	0.0
détireriez	detiʁəʁje	detiʁəʁje	detiʁəʁje	detiʁəʁje	compound	dé|tireriez	0.0	0.0	0.0	detiʁəʁje	detiʁəʁje	0.0	0.0
détirerions	detiʁəʁjɔ	detiʁəʁjɔ	detiʁəʁjɔ	detiʁəʁjɔ	compound	dé|tirerions	0.0	0.0	0.0	detiʁəʁjɔ̃	detiʁəʁjɔ̃	0.1	0.1
détirerons	detiʁəʁɔ	detiʁəʁɔ	detiʁʁɔ	detiʁəʁɔ	compound	dé|tirerons	0.0	0.14285714285714285	0.0	detiʁəʁɔ̃	detiʁəʁɔ̃	0.1111111111111111	0.1111111111111111
détireront	detiʁəʁɔ	detiʁəʁɔ	detiʁʁɔ	detiʁəʁɔ	compound	dé|tireront	0.0	0.14285714285714285	0.0	detiʁəʁɔ̃	detiʁəʁɔ̃	0.1111111111111111	0.1111111111111111
détires	detiʁ	detiʁ	detiʁ	detiʁ	compound	dé|tires	0.0	0.0	0.0	detiʁ	detiʁ	0.0	0.0
détirez	detiʁe	detiʁe	detiʁe	detiʁe	compound	dé|tirez	0.0	0.0	0.0	detiʁe	detiʁe	0.0	0.0
détiriez	detiʁje	detiʁje	detiʁje	detiʁje	compound	dé|tiriez	0.0	0.0	0.0	detiʁje	detiʁje	0.0	0.0
détirions	detiʁjɔ	detiʁjɔ	detiʁjɔ	detiʁjɔ	compound	dé|tirions	0.0	0.0	0.0	detiʁjɔ̃	detiʁjɔ̃	0.125	0.125
