grapheme	label	olaph	espeak	gruut	olaph_source	olaph_splits	olaph_per	espeak_per	gruut_per
Verklingen	fɛɐklɪŋən	fɛɐˈklɪŋən	fɛɾklˈɪŋən	fɛːɐklɪŋən	dict	[]	0.111	0.222	0.111
Verklärung	fɛɐklɛːʁʊŋ	fɛɐˈklɛːʁʊŋ	fɛɾklˈɛːrʊŋ	fɛːɐklɛːʁʊŋ	dict	[]	0.100	0.300	0.100
Verknüpfung	fɛʁknʏpfʊŋ	fɛɐˈknʏpfʊŋ	fɛɾknˈypfʊŋ	fɛʁknʏpfʊŋ	dict	[]	0.200	0.300	0.000
Verkäufer	fɛɐkɔɪfɐ	fɛɐˈkɔɪfɐ	fɛɾkˈɔøfɜ	fɛːɐkɔɔʏfɐ	dict	[]	0.125	0.500	0.375
Verköstigung	fɛɐkœstɪɡʊŋ	fɛɐˈkœstɪɡʊŋ	fɛɾkˈœstɪɡˌʊŋ	fɛːɐkœstɪgʊŋ	dict	[]	0.091	0.273	0.182
Verkünden	fɛɐkʏndən	fɛɐˈkʏndn	fɛɾkˈyndən	fɛɐkʏndn	dict	[]	0.222	0.333	0.111
Verkürzungszeichen	fɛʁkʏʁtsʊŋstsaɪcn	fɛʁkʏʁtsʊŋstsaɪcn	fɛɾkˈyɾtsʊŋstsˌaɪcən	fɛːɐkʏʁtsʊŋstsaeːcən	dict	[]	0.000	0.353	0.294
Verladebahnhof	fɛɐlaːdəbaːnhoːf	fɛɐˈlaːdəˈbaːnˌhoːf	fɛɾlˈɑdeːbˌɑːnhoːf	fɛːɐladeːbanhoːf	compound	verlade|bahnhof	0.188	0.438	0.312
Verladebahnhofe	fɛɐlaːdəbaːnhoːfə	fɛɐˈlaːdəˈbaːnˌhoːfə	fɛɾlˈɑdeːbˌɑːnhoːfə	fɛːɐladeːbanhoːfə	compound	verlade|bahnhofe	0.176	0.412	0.294
Verladungen	fɛɐlaːdʊŋən	fɛɾlˈɑdʊŋən	fɛɾlˈɑdʊŋən	fɛːɐlaːdʊŋən	dict	[]	0.273	0.273	0.091
Verlag	fɛɐlaːk	fɛɐˈlaːk	fɛɾlˈɑːk	fɛɐlaːk	dict	[]	0.143	0.429	0.000
Verlangen	fɛɐlaŋən	fɛɐˈlaŋən	fɛɾlˈaŋən	fɛʁlaŋən	dict	[]	0.125	0.250	0.125
Verlangsamen	fɛɐlɛŋɐn	fɛɐˈlaŋzaːmən	fɛɾlˈaŋzɑːmən	fɛːɐlaŋzaːlən	dict	[]	0.875	1.000	0.875
Verlass	fɛɐlas	fɛɐˈlas	fɛɾlˈas	fɛɐlas	dict	[]	0.167	0.333	0.000
Verlassenschaft	fɛɐlasnʃaft	fɛɐˈlasnʃaft	fɛɾlˈasənʃˌaft	fɛːɐlaszɛnstshaft	dict	[]	0.091	0.364	0.636
Verlaub	fɛɐlaʊp	fɛɐˈlaʊp	fɛɾlˈaʊp	fɛːɐlaoːp	dict	[]	0.143	0.286	0.429
Verlauf	fɛɐlaʊf	fɛɐˈlaʊf	fɛɾlˈaʊf	fɛɐlaʊf	dict	[]	0.143	0.286	0.000
Verlaufs	fɛɐlaʊfs	fɛɐˈlaʊfs	fɛɾlˈaʊfs	fɛːɐlaoːfs	dict	[]	0.125	0.250	0.375
Verlautbarung	fɛɐlaʊtbaːʁʊŋ	fɛɐˈlaʊtbaːʁʊŋ	fɛɾlˈaʊtbarˌʊŋ	fɛːɐlaoːtbaʁʊŋ	dict	[]	0.077	0.308	0.308
Verletzlichkeit	fɛɐlɛtslɪckaɪt	fɛɐˈlɛtslɪckaɪt	fɛɾlˈɛtslɪckˌaɪt	fɛːɐlɛtslɪckəiːt	compound	verletzlich|keit	0.071	0.214	0.286
Verletzung	fɛɐlɛtsʊŋ	fɛɐˈlɛtsʊŋ	fɛɾlˈɛtsʊŋ	fɛːɐlɛtsʊŋ	dict	[]	0.111	0.222	0.111
Verleugnung	fɛɐlɔɪɡnʊŋ	fɛɐˈlɔɪɡnʊŋ	fɛɾlˈɔøɡnʊŋ	fɛːɐlɔɔʏgnʊŋ	dict	[]	0.100	0.300	0.400
Verleumden	fərlɔʏmdən	fɛɐˈlɔɪmdn	fɛɾlˈɔømdən	fɛːɐlɔɔʏmdən	dict	[]	0.500	0.400	0.400
Verleumdung	fɛɐlɔɪmdʊŋ	fɛɐˈlɔɪmdʊŋ	fɛɾlˈɔømdʊŋ	fɛːɐlɔɔʏmdʊŋ	dict	[]	0.100	0.300	0.300
Verleumdungskampagne	fɛɐlɔɪmdʊŋskampanjə	fɛɐˈlɔɪmdʊŋskamˈpanjə	fɛɾlˈɔømdʊŋskˌampaɡnə	fɛːɐlɔɔʏmdʊŋskampagnə	compound	verleumdung|s|kampagne	0.105	0.316	0.263
Verleumdungskampagnen	fɛɐlɔɪmdʊŋskampanjən	fɛɐˈlɔɪmdʊŋskamˈpanjən	fɛɾlˈɔømdʊŋskˌampaɡnən	fɛːɐlɔɔʏmdʊŋskampagnən	compound	verleumdung|s|kampagnen	0.100	0.300	0.250
Verleumdungsprozess	fɛɐlɔɪmdʊŋspʁotsɛs	fɛɐˈlɔɪmdʊŋspʁoˈtsɛs	fɛɾlˈɔømdʊŋʃpɾˌoːtsɛs	fɛːɐlɔɔʏmdʊŋspʁoːtsɛss	compound	verleumdung|s|prozess	0.111	0.389	0.278
Verleumdungsprozesse	fɛɐlɔɪmdʊŋspʁotsɛsə	fɛɐˈlɔɪmdʊŋspʁoˈtsɛsə	fɛɾlˈɔømdʊŋʃpɾˌoːtsɛsə	fɛːɐlɔɔʏmdʊŋspʁoːtsɛszə	compound	verleumdung|s|prozesse	0.105	0.368	0.263
Verleumdungsprozesses	fɛɐlɔɪmdʊŋspʁotsɛsəs	fɛɐˈlɔɪmdʊŋspʁoˈtsɛsəs	fɛɾlˈɔømdʊŋʃpɾˌoːtsɛsəs	fɛːɐlɔɔʏmdʊŋspʁoːtsɛszəs	compound	verleumdung|s|prozesses	0.100	0.350	0.250
Verliebtheit	fɛɐliːbthaɪt	fɛɐˈliːpthaɪt	fɛɾlˈiːptaɪt	fɛːɐliːbtəiːt	dict	[]	0.167	0.333	0.333
Verlierer	fɛɐliːʁɐ	fɛɐˈliːʁɐ	fɛɾlˈiːrɜ	fɛɐliːʁɐ	dict	[]	0.125	0.500	0.000
Verlies	fɛɐliːs	fɛɐˈliːs	fɛɾlˈiːs	fɛɐliːs	dict	[]	0.143	0.286	0.000
Verlobter	fɛɐloːptɐ	fɛɐˈloːptɐ	fɛɾlˈoːptɜ	fɛːɐlɔptɐ	dict	[]	0.111	0.333	0.333
Verlobung	fɛɐloːbʊŋ	ˌfɛɐˈloːbʊŋ	fɛɾlˈoːbʊŋ	fɛɐloːbʊŋ	dict	[]	0.222	0.222	0.000
Verlobungen	fɛɐloːbʊŋən	fɛɐˈloːbʊŋən	fɛɾlˈoːbʊŋən	fɛɐloːbʊŋən	dict	[]	0.091	0.182	0.000
Verlockung	fɛɐlɔkʊŋ	fɛɐˈlɔkʊŋ	fɛɾlˈɔkʊŋ	fɛːɐlɔkʊŋ	dict	[]	0.125	0.250	0.125
Verlosung	fɛɐloːzʊŋ	ˌfɛɐˈloːzʊŋ	fɛɾlˈoːzʊŋ	fɛːɐloːsʊŋ	dict	[]	0.222	0.222	0.222
Verlässlichkeit	fɛɐlɛslɪckaɪt	fɛɐˈlɛslɪckaɪt	fɛɾlˈɛslɪckˌaɪt	fɛːɐlɛsslɪckəiːt	dict	[]	0.077	0.231	0.385
Verlöbnis	fɛɐløːbnɪs	fɛɐˈløːpnɪs	fɛɾlˈœbnɪs	fɛɐløːbnɪs	dict	[]	0.200	0.300	0.000
Vermehrung	fɛɐmeːʁʊŋ	fɛɐˈmeːʁʊŋ	fɛɾmˈeːrʊŋ	fɛːɐmeːʁʊŋ	dict	[]	0.111	0.333	0.111
Vermeider	fɛɐmaɪdɐ	fɛɐˈmaɪdəʁ	fɛɾmˈaɪdɜ	fɛːɐmaeːdɐ	compound	vermeide|r	0.375	0.375	0.375
Vermeidung	fɛɐmaɪdʊŋ	fɛɐˈmaɪdʊŋ	fɛɾmˈaɪdʊŋ	fɛːɐmaeːdʊŋ	dict	[]	0.111	0.222	0.333
Vermerk	fɛɐmɛʁk	fɛɐˈmɛʁk	fɛɾmˈɛɾk	fɛːɐmɛʁk	dict	[]	0.143	0.429	0.143
Vermessenheit	fɛɐmɛsənhaɪt	fɛɾmˈɛsənhˌaɪt	fɛɾmˈɛsənhˌaɪt	fɛɐmɛsənhaɪt	dict	[]	0.250	0.250	0.000
Vermesser	fɛɐmɛsɐ	fɛɐˈmɛsɐ	fɛɾmˈɛsɜ	fɛːɐmɛszɐ	dict	[]	0.143	0.429	0.286
Vermesserin	fɛɐmɛsəʁɪn	fɛɐˈmɛsəʁɪn	fɛɾmˈɛsərˌɪn	fɛːɐmɛszeːʁɪn	dict	[]	0.100	0.400	0.400
Vermessung	fɛɐmɛsʊŋ	fɛɐˈmɛsʊŋ	fɛɾmˈɛsʊŋ	fɛɐmɛsʊŋ	dict	[]	0.125	0.250	0.000
Vermieter	fɛɐmiːtɐ	fɛɐˈmiːtɐ	fɛɾmˈiːtɜ	fɛɐmiːtɐ	dict	[]	0.125	0.375	0.000
Vermieterin	fɛʁmiːtəʁɪn	fɛɐˈmiːtəʁɪn	fɛɾmˈiːtərˌɪn	fɛːɐmiːteːʁɪn	dict	[]	0.182	0.364	0.364
Vermietung	fɛɐmiːtʊŋ	fɛɐˈmiːtʊŋ	fɛɾmˈiːtʊŋ	fɛːɐmiːətʊŋ	dict	[]	0.111	0.222	0.222
Vermisste	fɛɐmɪstə	fɛɐˈmɪstə	fɛɾmˈɪstə	fɛːɐmɪstə	dict	[]	0.125	0.250	0.125
Vermisstenanzeige	fɛɐmɪstnʔantsaɪɡə	fɛɐˈmɪstnˌʔantsaɪɡə	fɛɾmˈɪsʃtənˌantsaɪɡə	fɛːɐmɪstənantsəɪgə	dict	[]	0.118	0.294	0.294
Vermisster	fɛɐmɪstɐ	fɛɐˈmɪstɐ	fɛɾmˈɪstɜ	fɛːɐmɪstɐ	dict	[]	0.125	0.375	0.125
Vermittlung	fɛʁmɪtlʊŋ	fɛɐˈmɪtlʊŋ	fɛɾmˈɪtlʊŋ	fɛʁmɪtlʊŋ	dict	[]	0.222	0.222	0.000
Vermittlungsgebühr	fɛɐmɪtlʊŋsɡəbyːɐ	fɛɾmˈɪtlʊŋsgəbˌyːɾ	fɛɾmˈɪtlʊŋsɡəbˌyːɾ	fɛːɐmɪttlʊŋsgeːbyːʁ	dict	[]	0.312	0.250	0.375
Vermittlungsgebühren	fɛɐmɪtlʊŋsɡəbyːʁən	fɛɾmˈɪtlʊŋsgəbˌyːrən	fɛɾmˈɪtlʊŋsɡəbˌyːrən	fɛːɐmɪttlʊŋsgeːbyːʁən	dict	[]	0.278	0.222	0.278
Vermummung	fɛɐmʊmʊŋ	fɛɾmˈʊmʊŋ	fɛɾmˈʊmʊŋ	fɛɐmʊmʊŋ	dict	[]	0.250	0.250	0.000
Vermummungsverbot	fɛɐmʊmʊŋsfɛɐboːt	fɛɐˈmʊmʊŋsfɛɐˌboːt	fɛɾmˈʊmʊŋsfɜbˌoːt	fɛːɐmʊmmʊŋsvɛʁboːt	dict	[]	0.125	0.312	0.250
Vermählung	fɛɐmɛːlʊŋ	fɛɾmˈɛːlʊŋ	fɛɾmˈɛːlʊŋ	fɛːɐmɛlʊŋ	dict	[]	0.222	0.222	0.222
Vermählungsanzeige	fɛɐmɛːlʊŋsʔantsaɪɡə	fɛɐmɛːlʊŋsʔantsaɪɡə	fɛɾmˈɛːlʊŋsˌantsaɪɡə	fɛːɐmɛlʊŋzantsəɪgə	dict	[]	0.000	0.158	0.316
Vermögen	fɛɐmøːɡŋ	fɛɐˈmøːɡn	fɛɾmˈøːɡən	fɛːɐmøːgən	dict	[]	0.250	0.375	0.500
Vermögensanhäufung	fɛʁmøːɡənsanhɔɪfʊŋ	fɛɐˈmøːɡnsˈanˌhɔɪfʊŋ	fɛɾmˈøːɡənzˌanhɔøfˌʊŋ	fɛːɐmɔʏgɛnzanɔɔʏfʊŋ	compound	vermögens|anhäufung	0.278	0.333	0.500
Vermögenslage	fɛɐmøːɡnslaːɡə	fɛɾmˈøːgənslˌɑːgə	fɛɾmˈøːɡənslˌɑːɡə	fɛːɐmøːgɛnslagə	dict	[]	0.500	0.357	0.357
Vermögensverteilung	fɛʁmøːɡənsfɛɐtaɪlʊŋ	fɛɐˈmøːɡnsfɛɐˈtaɪlʊŋ	fɛɾmˈøːɡənsfɜtˌaɪlʊŋ	fɛːɐmɔʏgɛnsvɛʁtəiːlʊŋ	compound	vermögens|verteilung	0.211	0.263	0.579
Vermögensverteilungen	fɛɐmøːɡnsfɛɐtaɪlʊŋən	fɛɐˈmøːɡnsfɛɐˈtaɪlʊŋən	fɛɾmˈøːɡənsfɜtˌaɪlʊŋən	fɛːɐmɔʏgɛnsvɛʁtəiːlʊŋən	compound	vermögens|verteilungen	0.100	0.300	0.500
Vermüllung	fɛɐmʏlʊŋ	fɛɐˈmʏlʊŋ	fɛɾmˈylʊŋ	fɛːɐmʏllʊŋ	dict	[]	0.125	0.375	0.250
Vernachlässigung	fɛʁnaːχlɛsiɡʊŋ	fɛɐˈnaːxlɛsɪɡʊŋ	fɛɾnˈaxlɛsˌɪɡʊŋ	fɛːɐnaxlɛszɪgʊŋ	dict	[]	0.286	0.429	0.500
Vernageln	fɛɐnaɡln	fɛɐˈnaːɡln	fɛɾnˈɑɡəln	fɛːɐnaːgɛln	dict	[]	0.250	0.500	0.500
Vernarrung	fɛɐnaʁʊŋ	fɛɐnaʁʊŋ	fɛɾnˈarʊŋ	fɛːɐnaʁʁʊŋ	dict	[]	0.000	0.375	0.250
Vernatsch	fɛʁnatʃ	fɛʁˈnatʃ	fɛɾnˈatʃ	fɛːɐnatʃ	dict	[]	0.143	0.286	0.286
Vernebelung	fɛʁneːbəlʊŋ	fɛɾnˈeːbəlˌʊŋ	fɛɾnˈeːbəlˌʊŋ	fɛːɐneːbeːlʊŋ	dict	[]	0.273	0.273	0.364
Vernehmung	fɛʁneːmʊŋ	fɛɐˈneːmʊŋ	fɛɾnˈeːmʊŋ	fɛːɐneːmʊŋ	dict	[]	0.222	0.222	0.222
Verneinung	fɛɐnaɪnʊŋ	fɛɐˈnaɪnʊŋ	fɛɾnˈaɪnʊŋ	fɛːɐnəɪnʊŋ	dict	[]	0.111	0.222	0.222
Vernetzung	fɛɐnɛtsʊŋ	fɛɾnˈɛtsʊŋ	fɛɾnˈɛtsʊŋ	fɛːɐnɛtsʊŋ	dict	[]	0.222	0.222	0.111
Verneunfachen	fɛɐnɔɪnfaxən	fɛɐˈnɔɪnˌfaxn	fɛɾnˈɔønfaxən	fɛːɐnɔɔʏnfaxən	dict	[]	0.250	0.250	0.250
Verneunfacher	fɛɐnɔɪnfaxɐ	fɛɐˈnɔɪnˌfaxəʁ	fɛɾnˈɔønfaxɜ	fɛːɐnɔɔʏnfaxɐ	compound	verneunfache|r	0.364	0.364	0.273
Verneunfachung	fɛɐnɔɪnfaxʊŋ	fɛɐˈnɔɪnˌfaxʊnɡ	fɛɾnˈɔønfaxˌʊŋ	fɛːɐnɔɔʏnfaxʊŋ	compound	verneunfach|un|g	0.333	0.333	0.250
Vernichtung	fɛɐnɪctʊŋ	ˌfɛɐˈnɪctʊŋ	fɛɾnˈɪctʊŋ	fɛːɐnɪctʊŋ	dict	[]	0.222	0.222	0.111
Vernunft	fɛɐnʊnft	fɛɐˈnʊnft	fɛɾnˈʊnft	fɛːɐnʊnft	dict	[]	0.125	0.250	0.125
Vernünftigkeit	fɛɐnʏnftɪckaɪt	fɛɐˈnʏnftɪkaɪt	fɛɾnˈynftɪckˌaɪt	fɛːɐnʏnftɪkkəiːt	compound	vernünftig|keit	0.143	0.286	0.357
Verona	veʁoːna	veˈʁoːna	fɛɾˈoːnɑː	veːʁoːna	dict	[]	0.143	0.857	0.143
Verordnung	fɛʁɔʁtnʊŋ	ˌfɛɐˈʔɔʁdnʊŋ	fɛɾˈɔɾdnʊŋ	fɛʁɔʁtnʊŋ	dict	[]	0.556	0.444	0.000
Verordnungsdurchsetzung	fɛʁɔʁtnʊŋsdʊrczɛtsʊŋ	ˌfɛɐˈʔɔʁdnʊŋsˈdʊʁcˌzɛtsʊŋ	fɛɾˈɔɾdnʊŋsdˌ??ksɛtsˌʊŋ	fɛːɐʔɔʁdnʊŋsdʊʁtszɛtsʊŋ	compound	verordnung|s|durchsetzung	0.400	0.500	0.350
Verpetzer	fɛɐpɛtsɐ	fɛɐpɛtsɐ	fɛɾpˈɛtsɜ	fɛːɐpɛtsɐ	dict	[]	0.000	0.375	0.125
Verpflegung	fərpfleːɡʊŋ	fɛɐˈpfleːɡʊŋ	fɛɾpflˈeːɡʊŋ	fɛːɐpfleːgʊŋ	dict	[]	0.273	0.273	0.364
Verpuffung	fərpʊfʊŋ	fərpʊfʊŋ	fɛɾpˈʊfʊŋ	fɛːɐpʊffʊŋ	dict	[]	0.000	0.375	0.500
Verpuppung	fərpʊpʊŋ	fərpʊpʊŋ	fɛɾpˈʊpʊŋ	fɛːɐpʊppʊŋ	dict	[]	0.000	0.375	0.500
Verrammelung	fɛɐʁaməlʊŋ	fɛɐˈʁaməlˈʊŋ	fɛɾrˈaməlˌʊŋ	fɛːɐʁammeːlʊŋ	compound	verramme|lung	0.200	0.400	0.400
Verramscher	fɛɐʁamʃɐ	fɛɐʁamʃɐ	fɛɾrˈamʃɜ	fɛːɐʁamʃɐ	dict	[]	0.000	0.500	0.125
Verramschers	fɛɐʁamʃɐs	fɛɐʁamʃɐs	fɛɾrˈamʃɜs	fɛːɐʁamʃɛʁs	compound	verramscher|s	0.000	0.444	0.333
Verrat	fərraːt	fɛɐˈʁaːt	fɛɾrˈɑːt	fɛːɐʁaːt	dict	[]	0.571	0.571	0.571
Verreißen	fɛɐʁaɪsn	fɛɐˈʁaɪsn	fɛɾrˈaɪsən	fɛːɐʁaeːszən	dict	[]	0.125	0.333	0.444
Verrenkung	fɛɐʁɛŋkʊŋ	fɛɐˈʁɛŋkʊŋ	fɛɾrˈɛnkʊŋ	fɛːɐʁɛŋkʊŋ	dict	[]	0.111	0.444	0.111
Verrichtung	fɛɐʁɪctʊŋ	ˌfɛɐˈʁɪctʊŋ	fɛɾrˈɪctʊŋ	fɛːɐʁɪctʊŋ	dict	[]	0.222	0.333	0.111
Verriegelung	fɛɐʁiːɡəlʊŋ	fɛɐˈʁiːɡəlʊŋ	fɛɾrˈiːɡəlˌʊŋ	fɛːɐʁiːgeːlʊŋ	dict	[]	0.091	0.364	0.364
Verringerung	fɛʁʁɪŋəʁʊŋ	fɛɐˈʁɪŋəʁʊŋ	fɛɾrˈɪŋərˌʊŋ	fɛːɐʁɪŋɐʊŋ	dict	[]	0.200	0.500	0.400
Verriss	fɛɐʁɪs	fɛɐˈʁɪs	fɛɾrˈɪs	fɛːɐʁɪss	dict	[]	0.167	0.500	0.333
Verrückter	fɛɐʁʏktɐ	fɛɐˈʁʏktɐ	fɛɾrˈyktɜ	fɛːɐʁʏktɐ	dict	[]	0.125	0.625	0.125
Verrücktheit	fɛɐʁʏkthaɪt	fɛɐˈʁʏkthaɪt	fɛɾrˈyktaɪt	fɛːɐʁʏktəiːt	dict	[]	0.091	0.455	0.364
Verrühren	fɛɐʁyːʁən	fɛɐˈʁyːʁən	fɛɾrˈyːrən	fɛːɐʁyːʁən	dict	[]	0.111	0.444	0.111
Verrührer	fɛɐʁyːʁɐ	fɛɐʁyːʁɐ	fɛɾrˈyːrɜ	fɛːɐʁyːʁɐ	dict	[]	0.000	0.625	0.125
Verrührers	fɛɐʁyːʁɐs	fɛɐʁyːʁɐs	fɛɾrˈyːrɜs	fɛːɐʁyːʁɛʁs	compound	verrührer|s	0.000	0.556	0.333
Vers	fɛrs	fɛʁs	fˈeːɾs	fɛːɐs	dict	[]	0.250	1.000	0.500
Versailler	vɛrsaɪər	fɛʁsaːˈɪlɐ	fɛɾzˈaɪlɜ	fɛːɐzaɪllɐ	compound	vers|a|iller	0.750	0.625	0.750
Versailles	vɛrsaɪ	vɛʁˈsaɪ	fɛɾzˈaɪləs	fɛːɐzaɪlləs	dict	[]	0.333	1.000	1.167
Versalzer	fɛɐzaltsɐ	fɛɐzaltsɐ	fɛɾzˈaltsɜ	fɛːɐzaltsɐ	dict	[]	0.000	0.333	0.111
Versammler	fɛɐzamlɐ	fɛɐzamlɐ	fɛɾzˈamlɜ	fɛːɐzammlɐ	dict	[]	0.000	0.375	0.250
Versammlerin	fɛɐzamləʁɪn	fɛɐzamləʁɪn	fɛɾzˈamlərˌɪn	fɛːɐzammlɐɪn	dict	[]	0.000	0.364	0.364
Versammlung	fɛɐzamlʊŋ	fɛɐˈzamlʊŋ	fɛɾzˈamlʊŋ	fɛɐzamlʊŋ	dict	[]	0.111	0.222	0.000
Versammlungsbeginn	fɛɐzamlʊŋsbəɡɪn	fɛɐˈzamlʊŋsbəˈɡɪn	fɛɾzˈamlʊŋsbəɡˌɪn	fɛːɐzammlʊŋsbeːgɪnn	compound	versammlung|s|beginn	0.133	0.200	0.400
Versammlungsort	fɛɐzamlʊŋsɔrt	fɛɐˈzamlʊŋsˌʔɔʁt	fɛɾzˈamlʊŋsˌɔɾt	fɛːɐzammlʊŋzɔʁt	dict	[]	0.308	0.308	0.308
Versammlungsteilnehmer	fɛɐzamlʊŋstaɪlneːmɐ	fɛɐˈzamlʊŋsˌtaɪlneːmɐ	fɛɾzˈamlʊŋstˌaɪlneːmɜ	fɛːɐzammlʊŋstaeːlneːmɐ	dict	[]	0.105	0.211	0.211
Versammlungsteilnehmerin	fɛɐzamlʊŋstaɪlneːməʁɪn	fɛɐˈzamlʊŋsˌtaɪlneːmɐɪn	fɛɾzˈamlʊŋstˌaɪlneːmərˌɪn	fɛːɐzammlʊŋstaeːlneːmɐɪn	compound	versammlungsteilnehmer|in	0.182	0.227	0.273
Verschachtelung	fɛɐʃaxtəlʊŋ	fɛɐˈʃaxtəlʊŋ	fɛɾʃˈaxtəlˌʊŋ	fɛːɐʃaxteːlʊŋ	dict	[]	0.091	0.273	0.273
Verschachtelungen	fɛɐʃaxtəlʊŋən	fɛɐˈʃaxtəlʊŋən	fɛɾʃˈaxtəlˌʊŋən	fɛːɐʃaxteːlʊŋən	dict	[]	0.077	0.231	0.231
Verschaffer	fɛɐʃafɐ	fɛɐʃafɐ	fɛɾʃˈafɜ	fɛːɐʃaffɐ	dict	[]	0.000	0.429	0.286
Verschafferin	fɛɐʃafəʁɪn	fɛɐʃafəʁɪn	fɛɾʃˈafərˌɪn	fɛːɐʃaffɐɪn	dict	[]	0.000	0.400	0.300
Verschaler	fɛɐʃaːlɐ	fɛɐʃaːlɐ	fɛɾʃˈɑːlɜ	fɛːɐʃalɐ	dict	[]	0.000	0.500	0.250
Verschalers	fɛɐʃaːlɐs	fɛɐʃaːlɐs	fɛɾʃˈɑlɜs	fɛːɐʃalɛʁs	compound	verschaler|s	0.000	0.444	0.444
Verschandeler	fɛɐʃandəlɐ	fɛɐˈʃandələʁ	fɛɾʃˈandəlɜ	fɛːɐʃandeːlɐ	compound	verschandele|r	0.300	0.300	0.300
Verschandelers	fɛɐʃandəlɐs	fɛɐˈʃandleːɐs	fɛɾʃˈandɛlɜs	fɛːɐʃandeːlɛʁs	compound	verschandel|ers	0.364	0.364	0.455
Verschanzer	fɛɐʃantsɐ	fɛɐʃantsɐ	fɛɾʃˈantsɜ	fɛːɐʃantsɐ	dict	[]	0.000	0.333	0.111
Verschanzers	fɛɐʃantsɐs	fɛɐʃantsɐs	fɛɾʃˈantsɜs	fɛːɐʃantsɛʁs	compound	verschanzer|s	0.000	0.300	0.300
Verscheiden	fɛɐʃaɪdn	fɛɐˈʃaɪdn	fɛɾʃˈaɪdən	fɛːɐʃaeːdən	dict	[]	0.125	0.375	0.500
Verschen	fɛʁscən	fɛʁscən	fˈɛɾʃən	fɛːɐʃən	compound	vers|chen	0.000	0.571	0.429
Verscherbeler	fɛɐʃɛʁbəlɐ	fɛɐˈʃɛʁbələʁ	fɛɾʃˈɛɾbəlɜ	fɛːɐʃɛʁbeːlɐ	compound	verscherbele|r	0.300	0.400	0.300
Verscherbelers	fɛɐʃɛʁbəlɐs	fɛɐˈʃɛʁbleːɐs	fɛɾʃˈɛɾbɛlɜs	fɛːɐʃɛʁbeːlɛʁs	compound	verscherbel|ers	0.364	0.455	0.455
Verscheucher	fɛɐʃɔɪcɐ	fɛɐˈʃɔɪcəʁ	fɛɾʃˈɔøcɜ	fɛːɐʃɔɔʏcɐ	compound	verscheuche|r	0.375	0.500	0.375
Verscheucherin	fɛɐʃɔɪcəʁɪn	fɛɐˈʃɔɪcəʁɪn	fɛɾʃˈɔøcərˌɪn	fɛːɐʃɔɔʏcɐɪn	compound	verscheuche|rin	0.091	0.455	0.455
Verscheuchers	fɛɐʃɔɪcɐs	fɛɐˈʃɔɪceːɐs	fɛɾʃˈɔøcɜs	fɛːɐʃɔɔʏcɛʁs	compound	verscheuch|ers	0.333	0.444	0.556
Verschieber	fɛɐʃiːbɐ	fɛɐʃiːbɐ	fɛɾʃˈiːbɜ	fɛːɐʃiːbɐ	dict	[]	0.000	0.375	0.125
Verschieberin	fɛɐʃiːbəʁɪn	fɛɐʃiːbəʁɪn	fɛɾʃˈiːbərˌɪn	fɛːɐʃiːbeːʁɪn	dict	[]	0.000	0.364	0.273
Verschiebers	fɛɐʃiːbɐs	fɛɐʃiːbɐs	fɛɾʃˈiːbɜs	fɛːɐʃiːbɛʁs	compound	verschieber|s	0.000	0.333	0.333
Verschiedenartigkeit	fɛɐʃiːdnʔaːɐtɪckaɪt	fɛɐˈʃiːdnˌʔaːɐtɪkaɪt	fɛɾʃˈiːdənˌaɾtɪckˌaɪt	fɛːɐʃiːdeːnaʁtɪkkəiːt	compound	verschiedenartig|keit	0.158	0.368	0.526
Verschiedenheit	fɛɐʃiːdnhaɪt	fɛɾʃˈiːdənhˌaɪt	fɛɾʃˈiːdənhˌaɪt	fɛːɐʃiːdɛnəiːt	dict	[]	0.333	0.333	0.417
Verschiedenheiten	fɛɐʃiːdnhaɪtn	fɛɾʃˈiːdənhˌaɪtɛn	fɛɾʃˈiːdənhˌaɪtən	fɛːɐʃiːdɛnəiːtən	compound	verschiedenheit|en	0.385	0.385	0.462
Verschiesser	fɛɐʃiːsɐ	fɛɐʃiːsɐ	fɛɾʃˈiːsɜ	fɛːɐʃiːszɐ	dict	[]	0.000	0.375	0.250
Verschießen	fɛɐʃiːsn	fɛɐˈʃiːsn	fɛɾʃˈiːsən	fɛːɐʃiːszən	dict	[]	0.125	0.375	0.375
Verschießer	fɛɐʃiːsɐ	fɛɐʃiːsɐ	fɛɾʃˈiːsɜ	fɛːɐʃiːszɐ	dict	[]	0.000	0.375	0.250
Verschießers	fɛɐʃiːsɐs	fɛɐʃiːsɐs	fɛɾʃˈiːsɜs	fɛːɐʃiːszɛʁs	compound	verschießer|s	0.000	0.333	0.444
Verschiffer	fɛɐʃɪfɐ	fɛɐˈʃɪfɐ	fɛɾʃˈɪfɜ	fɛːɐʃɪffɐ	dict	[]	0.143	0.429	0.286
Verschiffers	fɛɐʃɪfɐs	fɛɐˈʃɪfɐs	fɛɾʃˈɪfɜs	fɛːɐʃɪffɛʁs	dict	[]	0.125	0.375	0.500
Verschlafer	fɛɐʃlaːfɐ	fɛɐʃlaːfɐ	fɛɾʃlˈɑːfɜ	fɛːɐʃlafɐ	dict	[]	0.000	0.444	0.222
