grapheme	label	olaph	espeak	gruut	olaph_source	olaph_splits	olaph_per	espeak_per	gruut_per
lin	lɛ	lɛ	lˈɛ	lɛ	dict	[]	0.000	0.500	0.000
linaire	linɛʁ	linɛʁ	linˈɛʁ	linɛʁ	dict	[]	0.000	0.200	0.000
linaires	linɛʁ	linɛʁ	linˈɛʁ	linɛʁ	dict	[]	0.000	0.200	0.000
linceul	lɛsœl	lɛsœl	lɛsˈœl	lɛsœl	dict	[]	0.000	0.200	0.000
linge	lɛʒ	lɛʒ	lˈɛʒ	lɛʒ	dict	[]	0.000	0.333	0.000
linger	lɛʒe	lɛʒe	lɛʒˈe	lɛʒe	dict	[]	0.000	0.250	0.000
lingerie	lɛʒʁi	lɛʒʁi	lɛʒʁˈi	lɛʒʁi	dict	[]	0.000	0.200	0.000
lingette	lɛʒɛt	lɛʒɛt	lɛʒˈɛt	lɛʒɛt	dict	[]	0.000	0.200	0.000
lingot	lɛɡo	lɛgo	lɛɡˈo	lɛɡo	dict	[]	0.250	0.250	0.000
linguet	lɛɡɛ	lɛɡɛ	lɛɡˈɛ	lɛɡɛ	dict	[]	0.000	0.250	0.000
linguiforme	lɛɡɥifɔʁm	lɛɡifɔʁm	lɛɡifˈɔʁm	lɛɡifɔʁm	compound	lingu|iforme	0.111	0.222	0.111
linguiste	lɛɡɥist	lɛgɥist	lɛɡyˈist	lɛɡwist	dict	[]	0.143	0.286	0.143
linguistes	lɛɡɥist	lɛgɥist	lɛɡyˈist	lɛɡɥist	dict	[]	0.143	0.286	0.000
linguistique	lɛɡɥistik	lɛgɥistik	lɛɡyistˈik	lɛɡwistik	dict	[]	0.111	0.222	0.111
linguistiquement	lɛɡɥistikmɑ	lɛgɥistikmɑ	lɛɡyistikmˈɑ	lɛɡistikmɑ	dict	[]	0.091	0.182	0.091
linguistiques	lɛɡɥistik	lɛgɥistik	lɛɡyistˈik	lɛɡɥistik	dict	[]	0.111	0.222	0.000
lingère	lɛʒɛʁ	lɛʒɛʁ	lɛʒˈɛʁ	lɛʒɛʁ	dict	[]	0.000	0.200	0.000
linon	linɔ	linɔ	linˈɔ	linɔ	dict	[]	0.000	0.250	0.000
linteau	lɛto	lɛto	lɛtˈo	lɛto	dict	[]	0.000	0.250	0.000
linuxien	linyksjɛ	linyksjɛ	linyksjˈɛ	lɛysjɛ	dict	[]	0.000	0.125	0.375
linuxienne	linyksjɛn	linyksjɛn	linyksjˈɛn	lɛysjɛn	dict	[]	0.000	0.111	0.333
linéaire	lineɛʁ	lineɛʁ	lineˈɛʁ	lineɛʁ	dict	[]	0.000	0.167	0.000
linéairement	lineɛʁmɑ	lineɛʁmɑ	lineɛʁmˈɑ	lineɛʁmɑ	compound	linéaire|ment	0.000	0.125	0.000
linéariser	lineaʁize	lineaʁize	lineaʁizˈe	lineaʁize	dict	[]	0.000	0.111	0.000
lion	ljɔ	ljɔ	ljˈɔ	ljɔ	dict	[]	0.000	0.333	0.000
lionceau	ljɔso	ljɔso	ljɔsˈo	ljɔso	dict	[]	0.000	0.200	0.000
liondent	ljɔdɑ	ljɔdɑ	ljˈɔd	ljɔd	compound	lion|dent	0.000	0.400	0.200
lionne	ljɔn	ljɔn	ljˈɔn	ljɔn	dict	[]	0.000	0.250	0.000
lions	ljɔ	ljɔ	ljˈɔ	ljɔ	dict	[]	0.000	0.333	0.000
lipide	lipid	lipid	lˈɪpaɪd	lipid	dict	[]	0.000	0.800	0.000
lipochrome	lipɔkʁom	lipɔkʁom	lipɔkʁˈom	lipɔkʁɔm	dict	[]	0.000	0.125	0.125
lipogrammatique	lipɔɡʁamatik	lipɔɡʁamatik	lipɔɡʁamatˈik	lipɔɡʁamatik	dict	[]	0.000	0.083	0.000
lipogramme	lipɔɡʁam	lipɔɡʁam	lipɔɡʁˈam	lipɔɡʁam	dict	[]	0.000	0.125	0.000
lipome	lipɔm	lipom	lipˈom	lipɔm	dict	[]	0.200	0.400	0.000
lipoprotéine	lipopʁɔtein	lipopʁɔtein	lipɔpʁoteˈin	lipɔpʁɔtein	compound	lip|o|protéine	0.000	0.273	0.091
lippe	lip	lip	lˈip	lip	dict	[]	0.000	0.333	0.000
lippu	lipy	lipy	lipˈy	lipy	dict	[]	0.000	0.250	0.000
liquette	likɛt	likɛt	likˈɛt	likɛt	dict	[]	0.000	0.200	0.000
liqueur	likœʁ	likœʁ	likˈœʁ	likœʁ	dict	[]	0.000	0.200	0.000
liquidation	likidasjɔ	likidasjɔ	likidasjˈɔ	likidasjɔ	dict	[]	0.000	0.111	0.000
liquidatrice	likidatʁis	likidatʁis	likidatʁˈis	likidatʁis	dict	[]	0.000	0.100	0.000
liquide	likid	likid	likˈid	likid	dict	[]	0.000	0.200	0.000
liquider	likide	likide	likidˈe	likide	dict	[]	0.000	0.167	0.000
liquidez	likide	likide	likidˈe	likide	dict	[]	0.000	0.167	0.000
liquéfaction	likefaksjɔ	likefaksjɔ	likefaksjˈɔ	likefaksjɔ	dict	[]	0.000	0.100	0.000
liquéfier	likefje	likefje	likefjˈe	likefje	dict	[]	0.000	0.143	0.000
lire	liʁ	liʁ	lˈiʁ	liʁ	dict	[]	0.000	0.333	0.000
lires	liʁ	liʁ	lˈiʁ	liʁ	dict	[]	0.000	0.333	0.000
lis	lis	lis	lˈi	li	dict	[]	0.000	0.500	0.000
lisbonnais	lisbɔnɛ	lisbɔnɛ	lizbɔnˈɛ	lizbɔnɛ	compound	lis|bonn|ais	0.000	0.286	0.143
lisbonnin	lisbɔnɛ	lisbɔnɛ	lizbɔnˈɛ	lizbɔnɛ	dict	[]	0.000	0.286	0.143
lisboète	lisbɔɛt	lisbɔɛt	lizbɔˈɛt	lisbɔɛt	compound	[]	0.000	0.286	0.000
lise	liz	liz	lˈiz	liz	dict	[]	0.000	0.333	0.000
liseron	lizʁɔ	lizʁɔ	lizʁˈɔ	lizʁɔ	dict	[]	0.000	0.200	0.000
liseré	lizʁe	lizʁe	lizʁˈe	lizəʁe	dict	[]	0.000	0.200	0.200
liseuse	lizøz	lizøz	lizˈøz	lizøz	dict	[]	0.000	0.200	0.000
lisibilité	lizibilite	lizibilite	lizibilitˈe	lizibilite	dict	[]	0.000	0.100	0.000
lisible	lizibl	lizibl	lizˈibl	lizibl	dict	[]	0.000	0.167	0.000
lisibles	lizibl	lizibl	lizˈibl	lizibl	dict	[]	0.000	0.167	0.000
lisier	lizje	lizje	lizjˈe	lizje	dict	[]	0.000	0.200	0.000
lisions	lizjɔ	lizjɔ	lizjˈɔ	lizjɔ	dict	[]	0.000	0.200	0.000
lisière	lizjɛʁ	lizjɛʁ	lizjˈɛʁ	lizjɛʁ	dict	[]	0.000	0.167	0.000
lisse	lis	lis	lˈis	lis	dict	[]	0.000	0.333	0.000
lisser	lise	lise	lisˈe	lise	dict	[]	0.000	0.250	0.000
lisses	lis	lis	lˈis	lis	dict	[]	0.000	0.333	0.000
lisseur	lisœʁ	lisœʁ	lisˈœʁ	lisœʁ	compound	lisse|ur	0.000	0.200	0.000
lista	lista	lista	listˈa	lista	dict	[]	0.000	0.200	0.000
liste	list	list	lˈist	list	dict	[]	0.000	0.250	0.000
listel	listɛl	listɛl	listˈɛl	listɛl	dict	[]	0.000	0.167	0.000
listels	listɛl	listɛl	listˈɛl	listɛl	dict	[]	0.000	0.167	0.000
lister	liste	liste	listˈe	liste	dict	[]	0.000	0.200	0.000
lisérer	lizeʁe	lizeʁe	lizeʁˈe	lizeʁe	dict	[]	0.000	0.167	0.000
lit	li	li	lˈi	li	dict	[]	0.000	0.500	0.000
litanie	litani	litani	litanˈi	litani	dict	[]	0.000	0.167	0.000
litchi	litʃi	litʃi	litʃˈi	litʃi	dict	[]	0.000	0.200	0.000
lithique	litik	litik	litˈik	litik	dict	[]	0.000	0.200	0.000
lithium	litjɔm	litjɔm	lˈɪθiəm	litjɔm	dict	[]	0.000	0.833	0.000
lithogenèse	litɔʒnɛz	litɔʒnɛz	litoʒnˈɛz	litɔʒənɛz	dict	[]	0.000	0.250	0.125
lithographie	litɔɡʁafi	litɔgʁafi	lˈɪθəɡɹˌafi	litɔɡʁafi	dict	[]	0.111	0.667	0.000
lithologiquement	litɔlɔʒikmɑ	litolɔʒikmɑ	litoloʒikmˈɑ	litɔlɔʒikmɑ	compound	litho|logiquement	0.091	0.273	0.000
lithophage	litɔfaʒ	litɔfaʒ	lˈɪθɒfɪdʒ	litɔfaʒ	dict	[]	0.000	0.857	0.000
lithophanie	litɔfani	litɔfani	lˈɪθəfəni	litɔfani	dict	[]	0.000	0.625	0.000
lithosphère	litɔsfɛʁ	litɔsfɛʁ	lˈɪθəsfˌiə	litɔsfɛʁ	dict	[]	0.000	0.875	0.000
lithostratigraphie	litostʁatiɡʁafi	litotʁatiɡʁafi	lˈɪθəstɹˌatɪɡɹˌafi	litɔstʁatiɡʁafi	compound	lithos|tratigraphie	0.067	0.600	0.067
lithuanien	litɥanjɛ	litɥanjɛ	lˌɪθjuːˈaniən	litɥanjɛ	dict	[]	0.000	1.250	0.000
litige	litiʒ	litiʒ	litˈiʒ	litiʒ	dict	[]	0.000	0.200	0.000
litiges	litiʒ	litiʒ	litˈiʒ	litiʒ	dict	[]	0.000	0.200	0.000
litigieux	litiʒjø	litiʒjø	litiʒjˈø	litiʒjø	dict	[]	0.000	0.143	0.000
litière	litjɛʁ	litjɛʁ	litjˈɛʁ	litjɛʁ	dict	[]	0.000	0.167	0.000
litote	litɔt	litɔt	litˈɔt	litɔt	dict	[]	0.000	0.200	0.000
litotes	litɔt	litɔt	litˈot	litɔt	dict	[]	0.000	0.400	0.000
litre	litʁ	litʁ	lˈitʁ	litʁ	dict	[]	0.000	0.250	0.000
littoral	litɔʁal	litɔʁal	litoʁˈal	litɔʁal	dict	[]	0.000	0.286	0.000
littéraire	liteʁɛʁ	liteʁɛʁ	liteʁˈɛʁ	liteʁɛʁ	dict	[]	0.000	0.143	0.000
littéral	liteʁal	liteʁal	liteʁˈal	liteʁal	dict	[]	0.000	0.143	0.000
littéralement	liteʁalmɑ	liteʁalmɑ	liteʁalmˈɑ	liteʁalmɑ	dict	[]	0.000	0.111	0.000
littéralisme	liteʁalism	liteʁalism	liteʁalˈism	liteʁalism	compound	littéral|isme	0.000	0.100	0.000
littérateur	liteʁatœʁ	liteʁatœʁ	liteʁatˈœʁ	liteʁatœʁ	dict	[]	0.000	0.111	0.000
littératrice	liteʁatʁis	liteʁatʁis	liteʁatʁˈis	liteʁatʁis	dict	[]	0.000	0.100	0.000
littérature	liteʁatyʁ	liteʁatyʁ	liteʁatˈyʁ	liteʁatyʁ	dict	[]	0.000	0.111	0.000
lituanien	litɥanjɛ	litɥanjɛ	lityanjˈɛ	litɥanjɛ	dict	[]	0.000	0.250	0.000
liturgie	lityʁʒi	lityʁʒi	lityʁʒˈi	lityʁʒi	dict	[]	0.000	0.143	0.000
liturgique	lityʁʒik	lityʁʒik	lityʁʒˈik	lityʁʒik	dict	[]	0.000	0.125	0.000
liturgiste	lityʁʒist	lityʁʒist	lityʁʒˈist	lityʁʒist	dict	[]	0.000	0.111	0.000
liturgistes	lityʁʒist	lityʁʒist	lityʁʒˈist	lityʁʒist	dict	[]	0.000	0.111	0.000
livarot	livaʁo	livaʁo	livaʁˈo	livaʁo	dict	[]	0.000	0.167	0.000
livide	livid	livid	livˈid	livid	dict	[]	0.000	0.200	0.000
lividité	lividite	lividite	lividitˈe	lividite	dict	[]	0.000	0.125	0.000
living	liviŋ	liviŋ	lˈɪvɪŋ	liviŋ	dict	[]	0.000	0.600	0.000
livonien	livɔnjɛ	livɔnjɛ	livonjˈɛ	livɔnjɛ	dict	[]	0.000	0.286	0.000
livournais	livuʁnɛ	livuʁnɛ	livuʁnˈɛ	livuʁnɛ	compound	li|vou|r|nais	0.000	0.143	0.000
livraison	livʁɛzɔ	livʁɛzɔ	livʁɛzˈɔ	livʁɛzɔ	dict	[]	0.000	0.143	0.000
livre	livʁ	livʁ	lˈivʁ	livʁ	dict	[]	0.000	0.250	0.000
livrent	livʁɑ	livʁ	lˈivʁ	livʁ	dict	[]	0.200	0.400	0.200
livrer	livʁe	livʁe	livʁˈe	livʁe	dict	[]	0.000	0.200	0.000
livres	livʁ	livʁ	lˈivʁ	livʁ	dict	[]	0.000	0.250	0.000
livresque	livʁɛsk	livʁɛsk	livʁˈɛsk	livʁɛsk	dict	[]	0.000	0.143	0.000
livret	livʁɛ	livʁɛ	livʁˈɛ	livʁɛ	dict	[]	0.000	0.200	0.000
livreur	livʁœʁ	livʁœʁ	livʁˈœʁ	livʁœʁ	dict	[]	0.000	0.167	0.000
livrée	livʁe	livʁe	livʁˈe	livʁe	dict	[]	0.000	0.200	0.000
livèche	livɛʃ	livɛʃ	livˈɛʃ	livɛʃ	compound	[]	0.000	0.200	0.000
lixivier	liksivje	liksivje	liksivjˈe	liksivje	dict	[]	0.000	0.125	0.000
liège	ljɛʒ	ljɛʒ	ljˈɛʒ	ljɛʒ	dict	[]	0.000	0.250	0.000
lièvre	ljɛvʁ	ljɛvʁ	ljˈɛvʁ	ljɛvʁ	dict	[]	0.000	0.200	0.000
lié	lje	lje	ljˈe	lje	dict	[]	0.000	0.333	0.000
liégeois	ljeʒwa	ljeʒwa	ljeʒwˈa	ljeʒwa	dict	[]	0.000	0.167	0.000
llama	jama	ˈlɑːmə	lamˈa	lama	all_lang	[]	1.250	0.500	0.250
loader	lodœʁ	lodœʁ	lˈəʊdə	lɔade	dict	[]	0.000	1.000	0.500
lob	lɔb	lɔb	lˈɔb	lɔb	dict	[]	0.000	0.333	0.000
lobber	lɔbe	lɔbe	lɔbˈe	lɔbe	dict	[]	0.000	0.250	0.000
lobby	lɔbi	lɔbi	lˈɒbi	lɔbi	dict	[]	0.000	0.500	0.000
lobbying	lɔbiiŋ	lɔbiŋ	lˈɒbɪɪŋ	lobiiŋ	dict	[]	0.167	0.667	0.167
lobe	lɔb	lɔb	lˈɔb	lɔb	dict	[]	0.000	0.333	0.000
lobectomie	lɔbɛktɔmi	lɔbɛktɔmi	lobɛktomˈi	lɔbɛktɔmi	dict	[]	0.000	0.333	0.000
lober	lɔbe	lɔbe	lobˈe	lɔbe	dict	[]	0.000	0.500	0.000
lobotomiser	lɔbɔtɔmize	lɔbɔtɔmize	lobotomizˈe	lɔbɔtɔmize	dict	[]	0.000	0.400	0.000
local	lɔkal	lɔkal	lokˈal	lɔkal	dict	[]	0.000	0.400	0.000
locale	lɔkal	lɔkal	lokˈal	lɔkal	dict	[]	0.000	0.400	0.000
localement	lɔkalmɑ	lɔkalmɑ	lokalmˈɑ	lɔkalmɑ	dict	[]	0.000	0.286	0.000
locales	lɔkal	lɔkal	lokˈal	lɔkal	dict	[]	0.000	0.400	0.000
localisation	lɔkalizasjɔ	lɔkalizasjɔ	lokalizasjˈɔ	lɔkalizasjɔ	dict	[]	0.000	0.182	0.000
localiser	lɔkalize	lɔkalize	lokalizˈe	lɔkalize	dict	[]	0.000	0.250	0.000
localité	lɔkalite	lɔkalite	lokalitˈe	lɔkalite	dict	[]	0.000	0.250	0.000
locataire	lɔkatɛʁ	lɔkatɛʁ	lokatˈɛʁ	lɔkatɛʁ	dict	[]	0.000	0.286	0.000
locatif	lɔkatif	lɔkatif	lokatˈif	lɔkatif	dict	[]	0.000	0.286	0.000
location	lɔkasjɔ	lɔkasjɔ	lokasjˈɔ	lɔkasjɔ	dict	[]	0.000	0.286	0.000
locatrice	lɔkatʁis	lɔkatʁis	lokatʁˈis	lɔkatʁis	compound	loc|atrice	0.000	0.250	0.000
locature	lɔkatyʁ	lɔkatyʁ	lokatˈyʁ	lɔkatyʁ	compound	loc|at|ure	0.000	0.286	0.000
locaux	lɔko	lɔko	lokˈo	lɔko	dict	[]	0.000	0.500	0.000
locavore	lɔkavɔʁ	lɔkavɔʁ	lokavˈɔʁ	lɔkavɔʁ	compound	loc|av|ore	0.000	0.286	0.000
loch	lɔk	lɔk	lˈɔʃ	lɔk	dict	[]	0.000	0.667	0.000
loche	lɔʃ	lɔʃ	lˈɔʃ	lɔʃ	dict	[]	0.000	0.333	0.000
lochiale	lɔʃjal	lɔʃjal	loʃjˈal	lɔʃjal	dict	[]	0.000	0.333	0.000
loco	lɔko	lɔko	lokˈo	loko	compound	loc|o	0.000	0.500	0.250
locomoteur	lɔkɔmɔtœʁ	lɔkɔmɔtœʁ	lokomotˈœʁ	lɔkɔmɔtœʁ	dict	[]	0.000	0.444	0.000
locomotif	lɔkɔmɔtif	lɔkɔmɔtif	lokomotˈif	lɔkɔmɔtif	dict	[]	0.000	0.444	0.000
locomotion	lɔkɔmɔsjɔ	lɔkɔmɔsjɔ	lokomosjˈɔ	lɔkɔmɔsjɔ	dict	[]	0.000	0.444	0.000
locomotions	lɔkɔmɔsjɔ	lɔkɔmɔsjɔ	lokomosjˈɔ	lɔkɔmɔsjɔ	dict	[]	0.000	0.444	0.000
locomotive	lɔkɔmɔtiv	lɔkɔmɔtiv	lokomotˈiv	lokomɔtiv	dict	[]	0.000	0.444	0.222
locomotrice	lɔkɔmɔtʁis	lɔkɔmɔtʁis	lokomotʁˈis	lɔkɔmɔtʁis	dict	[]	0.000	0.400	0.000
locuste	lɔkyst	lɔkyst	lokˈyst	lɔkyst	dict	[]	0.000	0.333	0.000
locuteur	lɔkytœʁ	lɔkytœʁ	lokytˈœʁ	lɔkytœʁ	dict	[]	0.000	0.286	0.000
locution	lɔkysjɔ	lɔkysjɔ	lokysjˈɔ	lɔkysjɔ	dict	[]	0.000	0.286	0.000
locutrice	lɔkytʁis	lɔkytʁis	lokytʁˈis	lɔkytʁis	dict	[]	0.000	0.250	0.000
lodiciquarte	lɔdisikaʁt	lɔdikikaʁt	lodisikˈaʁt	lɔdisikaʁt	compound	lo|dic|i|quarte	0.100	0.200	0.000
lofer	lɔfe	lɔfe	lofˈe	lɔfe	dict	[]	0.000	0.500	0.000
logarithme	lɔɡaʁitm	lɔgaʁitm	lˈɒɡəɹˌɪθm	lɔɡaʁitm	dict	[]	0.125	0.875	0.000
logarithmes	lɔɡaʁitm	lɔgaʁitm	lˈɒɡəɹˌɪθmz	lɔɡaʁitm	dict	[]	0.125	1.000	0.000
logarithmiquement	lɔɡaʁitmikmɑ	lɔgaʁitmikmɑ	lˌɒɡəɹɪθmˈiːkmənt	lɔɡaʁitmikmɑ	compound	logarithmique|ment	0.083	0.917	0.000
loge	lɔʒ	lɔʒ	lˈɔʒ	lɔʒ	dict	[]	0.000	0.333	0.000
logement	lɔʒmɑ	lɔʒmɑ	loʒmˈɑ	lɔʒmɑ	dict	[]	0.000	0.400	0.000
loger	lɔʒe	lɔʒe	loʒˈe	lɔʒe	dict	[]	0.000	0.500	0.000
logeuse	lɔʒøz	lɔʒøz	loʒˈøz	lɔʒøz	dict	[]	0.000	0.400	0.000
loggia	lɔdʒja	lɔdʒja	lɔɡjˈa	lɔɡja	dict	[]	0.000	0.400	0.200
logiciel	lɔʒisjɛl	lɔʒisjɛl	loʒisjˈɛl	lɔʒisjɛl	dict	[]	0.000	0.250	0.000
logique	lɔʒik	lɔʒik	loʒˈik	lɔʒik	dict	[]	0.000	0.400	0.000
logiques	lɔʒik	lɔʒik	loʒˈik	lɔʒik	dict	[]	0.000	0.400	0.000
logis	lɔʒi	lɔʒi	loʒˈi	lɔʒi	dict	[]	0.000	0.500	0.000
logistique	lɔʒistik	lɔʒistik	loʒistˈik	lɔʒistik	dict	[]	0.000	0.250	0.000
logistiquement	lɔʒistikmɑ	lɔʒistikmɑ	loʒistikmˈɑ	lɔʒistikmɑ	compound	logistique|ment	0.000	0.200	0.000
logistiques	lɔʒistik	lɔʒistik	loʒistˈik	lɔʒistik	dict	[]	0.000	0.250	0.000
logithèque	lɔʒitɛk	lɔʒitɛk	loʒitˈɛk	lɔʒitɛk	dict	[]	0.000	0.286	0.000
logo	lɔɡo	logo	loɡˈo	loɡo	dict	[]	0.500	0.500	0.250
logorrhée	lɔɡɔʁe	lɔgɔʁe	loɡoʁˈe	lɔɡɔʁe	dict	[]	0.167	0.500	0.000
logua	lɔɡa	lɔɡa	loɡˈa	lɔɡa	dict	[]	0.000	0.500	0.000
loguai	lɔɡe	lɔɡe	loɡˈe	lɔɡɛ	dict	[]	0.000	0.500	0.250
loguaient	lɔɡɛ	lɔɡɛ	loɡˈɛ	lɔɡɛ	dict	[]	0.000	0.500	0.000
loguais	lɔɡɛ	lɔɡɛ	loɡˈɛ	lɔɡɛ	dict	[]	0.000	0.500	0.000
loguait	lɔɡɛ	lɔɡɛ	loɡˈɛ	lɔɡɛ	dict	[]	0.000	0.500	0.000
loguant	lɔɡɑ	lɔɡɑ	loɡˈɑ	lɔɡɑ	dict	[]	0.000	0.500	0.000
loguas	lɔɡɑ	lɔɡɑ	loɡˈa	lɔɡa	dict	[]	0.000	0.500	0.000
loguasse	lɔɡas	lɔɡas	loɡˈas	lɔɡas	dict	[]	0.000	0.400	0.000
loguassent	lɔɡas	lɔɡas	loɡˈas	lɔɡas	dict	[]	0.000	0.400	0.000
loguasses	lɔɡas	lɔɡas	loɡˈas	lɔɡas	dict	[]	0.000	0.400	0.000
loguassiez	lɔɡasje	lɔɡasje	loɡasjˈe	lɔɡasje	dict	[]	0.000	0.286	0.000
loguassions	lɔɡasjɔ	lɔɡasjɔ	loɡasjˈɔ	lɔɡasjɔ	dict	[]	0.000	0.286	0.000
logue	lɔɡ	lɔɡ	lˈoɡ	lɔɡ	dict	[]	0.000	0.667	0.000
loguent	lɔɡ	lɔɡ	lˈoɡ	lɔɡ	compound	logue|nt	0.000	0.667	0.000
loguer	lɔɡe	lɔɡe	loɡˈe	lɔɡe	dict	[]	0.000	0.500	0.000
loguera	lɔɡʁa	lɔɡea	loɡʁˈa	lɔɡəʁa	compound	loguer|a	0.200	0.400	0.200
loguerai	lɔɡʁe	lɔɡeɛ	loɡʁˈe	lɔɡəʁe	compound	loguer|ai	0.400	0.400	0.200
logueraient	lɔɡʁɛ	lɔɡeɛ	loɡʁˈɛ	lɔɡəʁɛ	compound	loguer|aient	0.200	0.400	0.200
loguerais	lɔɡʁɛ	lɔɡeɛ	loɡʁˈɛ	lɔɡəʁɛ	compound	loguer|ais	0.200	0.400	0.200
loguerait	lɔɡʁɛ	lɔɡeɛ	loɡʁˈɛ	lɔɡəʁɛ	compound	loguer|ait	0.200	0.400	0.200
logueras	lɔɡʁa	lɔɡea	loɡʁˈa	lɔɡəʁa	compound	loguer|as	0.200	0.400	0.200
loguerez	lɔɡʁe	lɔɡee	loɡʁˈe	lɔɡəʁe	compound	loguer|ez	0.200	0.400	0.200
logueriez	lɔɡəʁje	lɔɡəʁje	loɡəʁjˈe	lɔɡʁje	dict	[]	0.000	0.286	0.143
loguerions	lɔɡəʁjɔ	lɔɡəʁjɔ	loɡəʁjˈɔ	lɔɡʁjɔ	dict	[]	0.000	0.286	0.143
loguerons	lɔɡʁɔ	lɔɡeɔ	loɡʁˈɔ	lɔɡʁɔ	compound	loguer|ons	0.200	0.400	0.000
logueront	lɔɡʁɔ	lɔɡeɔ	loɡʁˈɔ	lɔɡʁɔ	compound	loguer|ont	0.200	0.400	0.000
logues	lɔɡ	lɔɡ	lˈoɡ	lɔɡ	compound	logue|s	0.000	0.667	0.000
loguez	lɔɡe	lɔɡe	loɡˈe	lɔɡe	dict	[]	0.000	0.500	0.000
loguiez	lɔɡje	lɔɡje	loɡjˈe	lɔɡje	dict	[]	0.000	0.400	0.000
loguions	lɔɡjɔ	lɔɡjɔ	loɡjˈɔ	lɔɡjɔ	dict	[]	0.000	0.400	0.000
loguons	lɔɡɔ	lɔɡɔ	loɡˈɔ	lɔɡɔ	dict	[]	0.000	0.500	0.000
loguâmes	lɔɡɑm	lɔɡɑm	loɡˈaːm	lɔɡam	dict	[]	0.000	0.600	0.000
loguât	lɔɡa	lɔɡa	loɡˈaː	lɔɡa	compound	[]	0.000	0.750	0.000
loguâtes	lɔɡat	lɔɡat	loɡˈaːt	lɔɡat	compound	[]	0.000	0.600	0.000
loguèrent	lɔɡɛʁ	lɔɡɛʁ	loɡˈɛʁ	lɔɡɛʁ	dict	[]	0.000	0.400	0.000
logué	lɔɡe	lɔɡe	loɡˈe	lɔɡe	dict	[]	0.000	0.500	0.000
loi	lwa	lwa	lwˈa	lwa	dict	[]	0.000	0.333	0.000
loin	lwɛ	lwɛ	lwˈɛ	lwɛ	dict	[]	0.000	0.333	0.000
lointain	lwɛtɛ	lwɛtɛ	lwɛtˈɛ	lwɛtɛ	dict	[]	0.000	0.200	0.000
lointaine	lwɛtɛn	lwɛtɛn	lwɛtˈɛn	lwɛtɛn	dict	[]	0.000	0.167	0.000
lointainement	lwɛtɛnmɑ	lwɛtɛnmɑ	lwɛtɛnmˈɑ	lwɛtɛnmɑ	compound	lointaine|ment	0.000	0.125	0.000
lointaines	lwɛtɛn	lwɛtɛn	lwɛtˈɛn	lwɛtɛn	dict	[]	0.000	0.167	0.000
lointains	lwɛtɛ	lwɛtɛ	lwɛtˈɛ	lwɛtɛ	dict	[]	0.000	0.200	0.000
loir	lwaʁ	lwaʁ	lwˈaʁ	lwaʁ	dict	[]	0.000	0.250	0.000
lois	lwa	lwa	lwˈa	lwa	dict	[]	0.000	0.333	0.000
loisiblement	lwazibləmɑ	lwazibləmɑ	lwazibləmˈɑ	lwazibləmɑ	dict	[]	0.000	0.100	0.000
loisir	lwaziʁ	lwaziʁ	lwazˈiʁ	lwaziʁ	dict	[]	0.000	0.167	0.000
loisirs	lwaziʁ	lwaziʁ	lwazˈiʁ	lwaziʁ	dict	[]	0.000	0.167	0.000
lol	lɔl	lɔl	lˈɔl	lɔl	compound	lo|l	0.000	0.333	0.000
lolement	lɔlmɑ	lɔlmɑ	lolmˈɑ	lɔlmɑ	dict	[]	0.000	0.400	0.000
lolo	lolo	lolo	lolˈo	lɔlo	dict	[]	0.000	0.250	0.250
lombard	lɔbaʁ	lɔbaʁ	lɔbˈaʁ	lɔbaʁ	dict	[]	0.000	0.200	0.000
lombarde	lɔbaʁd	lɔbaʁd	lɔbˈaʁd	lɔbaʁd	dict	[]	0.000	0.167	0.000
lombes	lɔb	lɔb	lˈɔb	lɔb	dict	[]	0.000	0.333	0.000
lombric	lɔbʁik	lɔbʁik	lɔbʁˈik	lɔbʁik	dict	[]	0.000	0.167	0.000
lombricale	lɔbʁikal	lɔbʁikal	lɔbʁikˈal	lɔbʁikal	compound	lombric|ale	0.000	0.125	0.000
londonien	lɔdɔnjɛ	lɔdɔnjɛ	lɔdonjˈɛ	lɔdɔnjɛ	dict	[]	0.000	0.286	0.000
londonienne	lɔdɔnjɛn	lɔdɔnjɛn	lɔdonjˈɛn	lɔdɔnjɛn	dict	[]	0.000	0.250	0.000
long	lɔ	lɔ	lˈɔ	lɔ	dict	[]	0.000	0.500	0.000
longane	lɔɡan	lɔɡan	lɔɡˈan	lɔɡan	dict	[]	0.000	0.200	0.000
longanier	lɔɡanje	lɔɡanje	lɔɡanjˈe	lɔɡanje	dict	[]	0.000	0.143	0.000
longanimité	lɔɡanimite	lɔɡanimite	lɔɡanimitˈe	lɔɡanimite	dict	[]	0.000	0.100	0.000
longe	lɔʒ	lɔʒ	lˈɔʒ	lɔʒ	dict	[]	0.000	0.333	0.000
longer	lɔʒe	lɔʒe	lɔʒˈe	lɔʒe	dict	[]	0.000	0.250	0.000
longes	lɔʒ	lɔʒ	lˈɔʒ	lɔʒ	dict	[]	0.000	0.333	0.000
longiligne	lɔʒiliɲ	lɔʒiliɲ	lɔʒilˈiɲ	lɔʒiliɲ	dict	[]	0.000	0.143	0.000
longitude	lɔʒityd	lɔʒityd	lɔʒitˈyd	lɔʒityd	dict	[]	0.000	0.143	0.000
